Playoff,FG_G,FGA_G,Fgper,Three_P_G,Three_PA_G,Three_Pper,Two_P_G,Two_PA_G,Two_Pper,FT_G,FTA_G,Ftper,ORB_G,DRB_G,TRB_G,AST_G,STL_G,BLK_G,TOV_G,PF_G,Age,FTr,Three_PAr,Tsper,eFGper,TOVper,ORBper,FT_FGA,eFGperOp,TOVperOp,DRBperDef,FT_FGA_Op
1,33.2804878,78.25609756,0.425,5.914634146,16.54878049,0.357,27.36585366,61.70731707,0.443,17.79268293,23.35365854,0.762,11.46341463,29.98780488,41.45121951,19.08536585,7.195121951,3.817073171,13.86585366,22.09756098,26.4,0.298,0.211,0.51,0.463,13.5,27.4,0.227,0.463,14.5,73.4,0.26
1,37.42682927,82.97560976,0.451,6.597560976,19.91463415,0.331,30.82926829,63.06097561,0.489,16.57317073,22.15853659,0.748,10.31707317,32.03658537,42.35365854,20.92682927,7.024390244,4.146341463,13.81707317,19.25609756,28.6,0.267,0.24,0.529,0.491,13,23.9,0.2,0.506,12.9,73.7,0.185
1,37.09756098,79.68292683,0.466,7.62195122,19.75609756,0.386,29.47560976,59.92682927,0.492,15.23170732,20.01219512,0.761,8.87804878,32.17073171,41.04878049,21.17073171,5.780487805,4.012195122,11.74390244,18.85365854,30.4,0.251,0.248,0.548,0.513,11.7,22.1,0.191,0.487,11.7,78,0.191
1,36.3902439,79.48780488,0.458,6.024390244,17.3902439,0.346,30.36585366,62.09756098,0.489,17.70731707,23.54878049,0.752,10.67073171,31.13414634,41.80487805,18.87804878,7.37804878,5.573170732,13.15853659,20.85365854,27.1,0.296,0.219,0.537,0.496,12.8,26.1,0.223,0.48,13.9,74.9,0.246
1,37.53658537,81.36585366,0.461,4.268292683,13.12195122,0.325,33.26829268,68.24390244,0.487,20.98780488,28.19512195,0.744,11.01219512,30.31707317,41.32926829,23.42682927,8.512195122,5.646341463,14.82926829,22.7195122,27.4,0.347,0.161,0.535,0.488,13.7,26.8,0.258,0.493,14.7,72,0.227
1,38.1097561,82.63414634,0.461,5.402439024,15.2195122,0.355,32.70731707,67.41463415,0.485,17.3902439,22.57317073,0.77,10.36585366,31.43902439,41.80487805,22.69512195,7.573170732,4.329268293,12.96341463,19.41463415,24.7,0.273,0.184,0.535,0.494,12.3,24.6,0.21,0.487,13.5,74.5,0.231
0,38.5,86.47560976,0.445,10.03658537,27.85365854,0.36,28.46341463,58.62195122,0.486,18.17073171,23.17073171,0.784,11.1097561,31.03658537,42.14634146,21.19512195,7.43902439,2.487804878,14.31707317,20.3902439,25.7,0.268,0.322,0.544,0.503,12.9,24.4,0.21,0.52,13,72.7,0.215
0,37.81707317,82.45121951,0.459,5.926829268,15.8902439,0.373,31.8902439,66.56097561,0.479,18.15853659,23.6097561,0.769,11.37804878,30.31707317,41.69512195,21.2804878,7.890243902,6.37804878,13.76829268,22.64634146,24.3,0.286,0.193,0.537,0.495,12.9,26.9,0.22,0.515,13.6,73.8,0.249
1,39.56060606,82.77272727,0.478,8.363636364,21.28787879,0.393,31.1969697,61.48484848,0.507,16.16666667,21.62121212,0.748,10.34848485,32.62121212,42.96969697,23.15151515,7.424242424,4.439393939,13.56060606,17.31818182,27.5,0.261,0.257,0.562,0.528,12.8,25.1,0.195,0.489,12.9,76,0.168
1,39.98780488,80.3902439,0.497,4.963414634,13.35365854,0.372,35.02439024,67.03658537,0.522,21.2804878,28.02439024,0.759,11.48780488,29.3902439,40.87804878,26.40243902,8.743902439,4.329268293,14.63414634,24.02439024,25.3,0.349,0.166,0.573,0.528,13.6,29.5,0.265,0.501,15,74.1,0.294
0,38.13414634,83.85365854,0.455,9.06097561,26.15853659,0.346,29.07317073,57.69512195,0.504,16.7804878,21.45121951,0.782,10.19512195,30.20731707,40.40243902,21.6097561,7.146341463,3.719512195,14,19.97560976,25.4,0.256,0.312,0.547,0.509,13,23.5,0.2,0.526,13.3,72.1,0.207
1,37.06097561,77.5,0.478,6.06097561,17.57317073,0.345,31,59.92682927,0.517,19.70731707,28.17073171,0.7,10.46341463,32.62195122,43.08536585,20.63414634,6.365853659,5.390243902,14.46341463,22.81707317,29.2,0.363,0.227,0.556,0.517,13.9,26.7,0.254,0.477,12.4,76.4,0.251
0,36.09756098,79.92682927,0.452,6.451219512,17.59756098,0.367,29.64634146,62.32926829,0.476,18.41463415,25.79268293,0.714,10.87804878,29.75609756,40.63414634,21.31707317,7.487804878,4.902439024,14.68292683,21.67073171,26.3,0.323,0.22,0.532,0.492,13.9,25.6,0.23,0.505,13.4,71,0.235
0,36.53658537,83.93902439,0.435,7.012195122,21.08536585,0.333,29.52439024,62.85365854,0.47,16.15853659,20.80487805,0.777,11.95121951,30.54878049,42.5,21.04878049,7.12195122,4.182926829,15.37804878,21.25609756,25.4,0.248,0.251,0.517,0.477,14.2,27.4,0.193,0.505,13.4,74.2,0.227
0,40.59756098,86.51219512,0.469,7.719512195,20.57317073,0.375,32.87804878,65.93902439,0.499,19.8902439,25.42682927,0.782,9.182926829,29.23170732,38.41463415,22.42682927,9.280487805,4.146341463,14.68292683,23,25.1,0.294,0.238,0.557,0.514,13.1,20.9,0.23,0.525,15.1,68.5,0.26
0,37.32926829,84.35365854,0.443,5.853658537,17.74390244,0.33,31.47560976,66.6097561,0.473,14.67073171,19.73170732,0.744,11.69512195,29.92682927,41.62195122,22.62195122,8.036585366,5.292682927,15.58536585,20.58536585,26.9,0.234,0.21,0.512,0.477,14.3,27,0.174,0.512,14.2,71.9,0.208
0,35.02439024,80.01219512,0.438,5.865853659,16.93902439,0.346,29.15853659,63.07317073,0.462,19.69512195,25.91463415,0.76,12.07317073,29.76829268,41.84146341,20.48780488,7.304878049,5.451219512,16.2804878,23.31707317,27.2,0.324,0.212,0.523,0.474,15.1,28.4,0.246,0.491,14.8,72.7,0.271
0,37.82926829,85.2804878,0.444,9.207317073,24.64634146,0.374,28.62195122,60.63414634,0.472,19.12195122,24.90243902,0.768,11.02439024,32.1097561,43.13414634,22.73170732,7.597560976,5.024390244,15.07317073,23.42682927,26.7,0.292,0.289,0.54,0.498,13.5,24.4,0.224,0.498,14.1,73.9,0.271
0,32.80487805,75.26829268,0.436,3.073170732,9.585365854,0.321,29.73170732,65.68292683,0.453,19.98780488,26.7804878,0.746,13.45121951,27.70731707,41.15853659,20.37804878,7.109756098,6.024390244,16.64634146,25.56097561,24.9,0.356,0.127,0.509,0.456,16.1,34.1,0.266,0.468,15.4,72.4,0.319
0,37.17073171,84,0.443,4.780487805,14.41463415,0.332,32.3902439,69.58536585,0.465,18.15853659,24.37804878,0.745,12.35365854,28.95121951,41.30487805,19.41463415,8.109756098,6.12195122,15.34146341,22.56097561,24.9,0.29,0.172,0.513,0.471,13.9,28,0.216,0.512,14.4,70.5,0.249
0,36.93902439,85.84146341,0.43,7.609756098,21.63414634,0.352,29.32926829,64.20731707,0.457,17.2195122,23.84146341,0.722,13.03658537,29.70731707,42.74390244,22.08536585,7.829268293,5.12195122,13.56097561,22.35365854,26.7,0.278,0.252,0.512,0.475,12.3,27.8,0.201,0.491,13.9,69.7,0.227
0,35.52439024,84.53658537,0.42,6.073170732,19.09756098,0.318,29.45121951,65.43902439,0.45,17.03658537,22.76829268,0.748,10,34.06097561,44.06097561,20.17073171,6.085365854,5.463414634,11.90243902,18.2195122,26,0.269,0.226,0.498,0.456,11.2,22.1,0.202,0.487,12,79.3,0.188
1,36.41463415,81.64634146,0.446,7.012195122,19.68292683,0.356,29.40243902,61.96341463,0.475,18.98780488,24.2804878,0.782,12.2804878,29.31707317,41.59756098,19.59756098,7.707317073,4.768292683,13.19512195,19.58536585,27.2,0.297,0.241,0.535,0.489,12.5,28.9,0.233,0.513,13.5,72.8,0.217
0,36.56097561,83.2195122,0.439,7.463414634,21.2195122,0.352,29.09756098,62,0.469,16.74390244,22.15853659,0.756,10.43902439,34.41463415,44.85365854,21.42682927,6.158536585,4.573170732,13.98780488,21.24390244,28.3,0.266,0.255,0.523,0.484,13.1,24,0.201,0.478,12,77.9,0.217
0,37.8030303,82.5,0.458,6.727272727,19.62121212,0.343,31.07575758,62.87878788,0.494,16.03030303,21.16666667,0.757,10.86363636,30.83333333,41.6969697,22.51515152,6.53030303,5.545454545,14.06060606,18.68181818,28.9,0.257,0.238,0.536,0.499,13.3,25.8,0.194,0.491,13.1,71.7,0.2
0,36,82.15853659,0.438,6.682926829,18.93902439,0.353,29.31707317,63.2195122,0.464,16.79268293,22.47560976,0.747,11.84146341,29.25609756,41.09756098,21.46341463,6.597560976,4.914634146,15.09756098,20.8902439,24.7,0.274,0.231,0.519,0.479,14.1,27.1,0.204,0.52,13.2,71.4,0.225
0,38.1097561,85.75609756,0.444,3.817073171,11.45121951,0.333,34.29268293,74.30487805,0.462,17.51219512,22.75609756,0.77,11.84146341,32.7804878,44.62195122,21.31707317,6.475609756,4.87804878,15.97560976,20.48780488,25.4,0.265,0.134,0.509,0.467,14.3,26.8,0.204,0.503,11.9,73.7,0.215
0,34.35365854,80.23170732,0.428,4.012195122,12.48780488,0.321,30.34146341,67.74390244,0.448,22.04878049,28.07317073,0.785,14.01219512,29.46341463,43.47560976,20.15853659,7.243902439,4.585365854,16.3902439,22.14634146,24.3,0.35,0.156,0.512,0.453,15,32.8,0.275,0.494,12.9,70,0.231
1,35.90243902,78.24390244,0.459,5.414634146,15.02439024,0.36,30.48780488,63.2195122,0.482,17.70731707,23.13414634,0.765,10.04878049,30.09756098,40.14634146,20.62195122,7.609756098,4.37804878,13.03658537,20.96341463,26.3,0.296,0.192,0.537,0.493,12.8,25.1,0.226,0.501,14.4,76.2,0.22
1,34.17073171,76.47560976,0.447,6.475609756,18.12195122,0.357,27.69512195,58.35365854,0.475,18.6097561,24.68292683,0.754,10.81707317,28.13414634,38.95121951,20.92682927,8.524390244,5.804878049,14.59756098,23.29268293,26.3,0.323,0.237,0.535,0.489,14.3,27.1,0.243,0.466,15.4,69.9,0.27
1,38.3902439,80.82926829,0.475,8.353658537,21.06097561,0.397,30.03658537,59.76829268,0.503,18.54878049,24.19512195,0.767,10.1097561,31.74390244,41.85365854,22.3902439,7.341463415,4.536585366,13.42682927,18.97560976,28.8,0.299,0.261,0.567,0.527,12.8,24.9,0.229,0.491,12.6,74.6,0.19
1,38.96969697,81.87878788,0.476,6.590909091,19.86363636,0.332,32.37878788,62.01515152,0.522,19.59090909,26.66666667,0.735,11.18181818,31.89393939,43.07575758,23.95454545,8.181818182,5,15.37878788,19.65151515,26.6,0.326,0.243,0.556,0.516,14.1,27.7,0.239,0.508,14.3,74.3,0.185
1,36.86585366,75.84146341,0.486,4.975609756,13.64634146,0.365,31.8902439,62.19512195,0.513,17.79268293,23.1097561,0.77,7.792682927,31,38.79268293,23.42682927,8.243902439,4.195121951,14.57317073,20.46341463,29.5,0.305,0.18,0.561,0.519,14.5,21.1,0.235,0.469,14.8,74.7,0.235
1,37.90243902,82.86585366,0.457,7.146341463,19.30487805,0.37,30.75609756,63.56097561,0.484,16.40243902,21.82926829,0.751,11.48780488,31.96341463,43.45121951,22.02439024,6.743902439,6.219512195,13.25609756,18.65853659,25.3,0.263,0.233,0.537,0.501,12.5,27.1,0.198,0.496,11.7,75.1,0.195
1,38.17073171,83.41463415,0.458,8.024390244,19.90243902,0.403,30.14634146,63.51219512,0.475,16.80487805,21.26829268,0.79,10.79268293,34.15853659,44.95121951,22.5,6.914634146,4.219512195,15.07317073,21.37804878,25.3,0.255,0.239,0.545,0.506,14,25.4,0.201,0.486,12.4,75.5,0.211
0,39.26829268,86.34146341,0.455,7.951219512,21.03658537,0.378,31.31707317,65.30487805,0.48,18.59756098,23.04878049,0.807,11.26829268,32.45121951,43.7195122,21.64634146,6.987804878,5.292682927,14.5,23.1097561,26.5,0.267,0.244,0.545,0.501,13.1,25.4,0.215,0.499,12.7,74.5,0.271
0,36.14634146,80.24390244,0.45,3.963414634,11.2804878,0.351,32.18292683,68.96341463,0.467,20.97560976,27.18292683,0.772,12.01219512,29.32926829,41.34146341,20.97560976,6.451219512,3.524390244,13.80487805,21.91463415,26.9,0.339,0.141,0.527,0.475,13,29,0.261,0.499,12.4,72,0.233
0,38.68292683,83.47560976,0.463,9.329268293,25.06097561,0.372,29.35365854,58.41463415,0.503,18.53658537,24.43902439,0.758,11.31707317,31.7195122,43.03658537,19.06097561,8.390243902,4.56097561,15.34146341,21.92682927,26.2,0.293,0.3,0.558,0.519,14,26.4,0.222,0.496,13.9,73.7,0.237
0,34.3902439,78.59756098,0.438,4.268292683,13.15853659,0.324,30.12195122,65.43902439,0.46,20.75609756,26.56097561,0.781,9.756097561,30.37804878,40.13414634,21.12195122,6.792682927,4.853658537,14.3902439,21.2804878,28.5,0.338,0.167,0.519,0.465,13.7,23.1,0.264,0.503,12.8,73.1,0.236
0,37.90909091,85.63636364,0.443,6.606060606,19.16666667,0.345,31.3030303,66.46969697,0.471,16.59090909,21.43939394,0.774,12.42424242,30.04545455,42.46969697,23.48484848,8.303030303,5.075757576,14.07575758,19.28787879,26.2,0.25,0.224,0.521,0.481,12.9,27.7,0.194,0.489,14.6,70.9,0.217
0,35.75609756,78.14634146,0.458,3.463414634,10.03658537,0.345,32.29268293,68.1097561,0.474,19.96341463,26.03658537,0.767,10.96341463,28.69512195,39.65853659,20.35365854,7.195121951,4.756097561,15.34146341,20.37804878,26.2,0.333,0.128,0.53,0.48,14.6,27.2,0.255,0.501,14.7,70.8,0.221
1,39.36585366,83.29268293,0.473,10.08536585,26.85365854,0.376,29.2804878,56.43902439,0.519,17.90243902,25.20731707,0.71,9.56097561,33.06097561,42.62195122,24.76829268,7.817073171,4.987804878,12.34146341,21.32926829,28.8,0.303,0.322,0.565,0.533,11.6,22.8,0.215,0.493,13.2,75.7,0.231
0,37.72727273,86.54545455,0.436,6.227272727,19.71212121,0.316,31.5,66.83333333,0.471,17.07575758,23.21212121,0.736,13.36363636,29.5,42.86363636,19.25757576,8.5,4.893939394,14.42424242,19.5,24.3,0.268,0.228,0.51,0.472,13,29.1,0.197,0.515,13.9,70.5,0.199
1,38.7195122,85.96341463,0.45,9.841463415,27.20731707,0.362,28.87804878,58.75609756,0.491,15.51219512,19.37804878,0.801,10.7195122,35.13414634,45.85365854,21.93902439,6.402439024,4.536585366,13.62195122,18.2195122,27,0.225,0.316,0.544,0.508,12.6,24.2,0.18,0.476,11.3,76.2,0.182
0,36.32926829,81.52439024,0.446,6.963414634,20.30487805,0.343,29.36585366,61.2195122,0.48,17.58536585,22.32926829,0.788,10.62195122,29.58536585,40.20731707,21.52439024,7.256097561,4.780487805,13.70731707,22.3902439,25.4,0.274,0.249,0.532,0.488,13,25.5,0.216,0.5,13.6,73.4,0.247
1,37.19512195,85.34146341,0.436,7.865853659,22.1097561,0.356,29.32926829,63.23170732,0.464,15.41463415,20.42682927,0.755,11.76829268,31.2195122,42.98780488,21.2195122,7.073170732,4.695121951,13.23170732,22.23170732,26.4,0.239,0.259,0.518,0.482,12.3,26.2,0.181,0.486,14.6,76.4,0.266
0,36.31707317,80.47560976,0.451,5.37804878,15.12195122,0.356,30.93902439,65.35365854,0.473,19.26829268,25.12195122,0.767,11.76829268,29.18292683,40.95121951,20.30487805,7.670731707,3.170731707,14.68292683,23.68292683,27.3,0.312,0.188,0.531,0.485,13.8,28.3,0.239,0.501,13.8,71.2,0.265
1,37.67073171,82.18292683,0.458,10.07317073,27.47560976,0.367,27.59756098,54.70731707,0.504,17.7195122,23.58536585,0.751,11.1097561,31.85365854,42.96341463,22.12195122,7.353658537,4.146341463,14.2804878,18.41463415,26.9,0.287,0.334,0.557,0.52,13.4,26.8,0.216,0.502,12.6,74.7,0.177
0,35.58536585,80.95121951,0.44,5.597560976,16.30487805,0.343,29.98780488,64.64634146,0.464,17.40243902,22.93902439,0.759,11.08536585,29.75609756,40.84146341,21.01219512,5.585365854,4.682926829,14.04878049,22.03658537,24.8,0.283,0.201,0.517,0.474,13.4,26.1,0.215,0.503,11.8,74.2,0.241
1,38.74390244,84.3902439,0.459,7.890243902,20.7804878,0.38,30.85365854,63.6097561,0.485,15.2804878,20.91463415,0.731,10.80487805,31.37804878,42.18292683,23.2804878,8.146341463,4.597560976,14.68292683,20.42682927,26.3,0.248,0.246,0.538,0.506,13.6,25.2,0.181,0.504,15,75.7,0.22
0,37.31707317,82.15853659,0.454,7.56097561,21.69512195,0.349,29.75609756,60.46341463,0.492,18.5,25.57317073,0.723,10.34146341,31.30487805,41.64634146,19.19512195,6.134146341,4.707317073,15.25609756,19.41463415,24.5,0.311,0.264,0.539,0.5,14,23.8,0.225,0.521,12.2,73.4,0.196
1,35.13414634,79.42682927,0.442,4.951219512,13.59756098,0.364,30.18292683,65.82926829,0.459,16.75609756,21.12195122,0.793,11.58536585,31.01219512,42.59756098,20.67073171,7.414634146,4.768292683,15.7195122,23.13414634,29.6,0.266,0.171,0.518,0.474,15.1,28,0.211,0.461,13.2,72.8,0.259
1,37.5,77.23170732,0.486,6.56097561,16.52439024,0.397,30.93902439,60.70731707,0.51,19.35365854,25.30487805,0.765,10.59756098,31.53658537,42.13414634,22.70731707,7.573170732,4.719512195,15.6097561,23.13414634,27.8,0.328,0.214,0.571,0.528,15,27.9,0.251,0.47,14,75.6,0.253
0,37.1097561,79.97560976,0.464,6.219512195,16.67073171,0.373,30.8902439,63.30487805,0.488,22.09756098,27.70731707,0.798,10.1097561,29.95121951,40.06097561,19.1097561,7.93902439,4.073170732,16.06097561,22.42682927,27.3,0.346,0.208,0.556,0.503,14.8,25.2,0.276,0.51,13.9,71.7,0.256
1,36.57317073,79.8902439,0.458,5.93902439,16.2195122,0.366,30.63414634,63.67073171,0.481,18.37804878,23.96341463,0.767,11.87804878,29.54878049,41.42682927,22.32926829,7.109756098,5.756097561,11.65853659,20.58536585,28.3,0.3,0.203,0.539,0.495,11.4,29.4,0.23,0.47,13.4,73.7,0.244
1,37.43939394,83.57575758,0.448,5.287878788,14.59090909,0.362,32.15151515,68.98484848,0.466,13.46969697,18.15151515,0.742,10.66666667,32.48484848,43.15151515,22.01515152,7.96969697,5.151515152,11.18181818,17.53030303,24.9,0.217,0.175,0.511,0.48,10.9,24.4,0.161,0.46,13.5,75.2,0.192
1,35.5,77.63414634,0.457,6.780487805,18.6097561,0.364,28.7195122,59.02439024,0.487,18.03658537,22.35365854,0.807,9.780487805,29.91463415,39.69512195,19.62195122,7.231707317,4.12195122,12.54878049,20.30487805,28.2,0.288,0.24,0.548,0.501,12.5,24.6,0.232,0.496,13.2,74.9,0.23
0,34.71212121,79.27272727,0.438,4.803030303,13.87878788,0.346,29.90909091,65.39393939,0.457,16.63636364,22.13636364,0.752,11.74242424,28.51515152,40.25757576,18.66666667,6.96969697,4.212121212,15.65151515,19.59090909,26.3,0.279,0.175,0.51,0.468,15,28.1,0.21,0.5,14.2,72.8,0.226
1,34.67073171,78.23170732,0.443,6.743902439,19.5,0.346,27.92682927,58.73170732,0.475,19.17073171,25.54878049,0.75,10.37804878,29.75609756,40.13414634,20.52439024,9.390243902,4.036585366,16.24390244,22.40243902,26.4,0.327,0.249,0.532,0.486,15.4,25.2,0.245,0.479,15.7,69.5,0.24
0,38.2195122,85.1097561,0.449,5.219512195,15.57317073,0.335,33,69.53658537,0.475,17.74390244,24.15853659,0.734,13.06097561,30.80487805,43.86585366,20.42682927,7.414634146,4.768292683,16.14634146,22.01219512,24.8,0.284,0.183,0.519,0.48,14.4,29.9,0.208,0.513,13.5,74.4,0.233
1,40.51219512,88.17073171,0.459,6.182926829,17.75609756,0.348,34.32926829,70.41463415,0.488,17.98780488,22.6097561,0.796,14.31707317,30.95121951,45.26829268,23.93902439,8,5.329268293,12.19512195,19.62195122,27.4,0.256,0.201,0.536,0.495,11.1,31.4,0.204,0.498,13.9,71.6,0.214
1,36.8902439,79.45121951,0.464,6.024390244,17.1097561,0.352,30.86585366,62.34146341,0.495,20.6097561,25.30487805,0.814,10.76829268,32.23170732,43,20.97560976,5.975609756,4.902439024,12.64634146,21.7804878,28.9,0.318,0.215,0.554,0.502,12.3,26.7,0.259,0.474,11.7,75,0.252
1,37.26829268,81.07317073,0.46,3.682926829,11.6097561,0.317,33.58536585,69.46341463,0.483,18.40243902,26.06097561,0.706,13.01219512,28.90243902,41.91463415,20.40243902,8.682926829,4.87804878,14.29268293,19.75609756,25.3,0.321,0.143,0.522,0.482,13.4,31.8,0.227,0.504,15.1,72,0.205
0,34.82926829,78.65853659,0.443,6.073170732,17.43902439,0.348,28.75609756,61.2195122,0.47,20.08536585,27.2804878,0.736,11.13414634,30.73170732,41.86585366,23.47560976,6.353658537,4.756097561,14.98780488,22.62195122,27.4,0.347,0.222,0.528,0.481,14.2,26.6,0.255,0.497,12.7,73.8,0.271
1,37.57317073,83.23170732,0.451,4.292682927,13,0.33,33.2804878,70.23170732,0.474,18.03658537,23.92682927,0.754,11.42682927,33.1097561,44.53658537,20.7804878,6.475609756,5.829268293,14.32926829,20.09756098,26.2,0.287,0.156,0.52,0.477,13.3,26.6,0.217,0.484,12.3,74.8,0.212
1,37.04878049,80.67073171,0.459,3.902439024,11.46341463,0.34,33.14634146,69.20731707,0.479,21.52439024,28.20731707,0.763,11.79268293,30.15853659,41.95121951,23.87804878,9.146341463,5.963414634,14.92682927,22.90243902,26.7,0.35,0.142,0.535,0.483,13.8,28.4,0.267,0.482,15.1,71.7,0.247
1,37.42682927,78.91463415,0.474,4.317073171,12.87804878,0.335,33.1097561,66.03658537,0.501,22.31707317,30.02439024,0.743,12.56097561,29.95121951,42.51219512,24.68292683,7.036585366,4.134146341,15.57317073,25.20731707,25.9,0.38,0.163,0.551,0.502,14.5,31.7,0.283,0.496,14.4,75.1,0.314
1,40.32926829,85.82926829,0.47,6.93902439,19.57317073,0.355,33.3902439,66.25609756,0.504,23.06097561,30.7195122,0.751,11.19512195,32.90243902,44.09756098,24.68292683,9.170731707,6.719512195,14.67073171,21.1097561,28.5,0.358,0.228,0.557,0.51,12.9,25.5,0.269,0.499,14.1,72.1,0.203
0,38.8902439,87.5,0.444,7.317073171,21.42682927,0.341,31.57317073,66.07317073,0.478,21.82926829,28.06097561,0.778,12.48780488,32.24390244,44.73170732,23.93902439,8.756097561,3.62195122,13.92682927,18.34146341,26.3,0.321,0.245,0.535,0.486,12.2,27.4,0.249,0.518,14.8,74.4,0.177
1,37.42682927,78.81707317,0.475,7.865853659,21.56097561,0.365,29.56097561,57.25609756,0.516,17.52439024,22.56097561,0.777,9.512195122,31.92682927,41.43902439,23.82926829,6.792682927,4.292682927,13.96341463,19.20731707,30.9,0.286,0.274,0.565,0.525,13.6,24.1,0.222,0.488,13,74.8,0.206
1,36.5,77.34146341,0.472,6.390243902,16.6097561,0.385,30.1097561,60.73170732,0.496,16.18292683,23.06097561,0.702,10.37804878,31.07317073,41.45121951,20.93902439,6.62195122,5.695121951,13.73170732,20.90243902,29.8,0.298,0.215,0.546,0.513,13.6,26,0.209,0.457,13.5,74.2,0.22
0,39.25609756,83.46341463,0.47,8.548780488,22.64634146,0.377,30.70731707,60.81707317,0.505,17.95121951,23.64634146,0.759,10.01219512,30.2195122,40.23170732,23.7195122,6.646341463,4.353658537,14.25609756,20.31707317,29.6,0.283,0.271,0.559,0.522,13.2,23.7,0.215,0.513,13.1,71.6,0.211
1,36.2804878,81.17073171,0.447,6.06097561,17,0.357,30.2195122,64.17073171,0.471,23.03658537,30.43902439,0.757,12.62195122,28.58536585,41.20731707,18.57317073,8.024390244,4.134146341,13.93902439,22.62195122,26.5,0.375,0.209,0.538,0.484,12.8,29.5,0.284,0.504,15.1,70.9,0.256
0,38.75609756,83.43902439,0.464,6.963414634,19.17073171,0.363,31.79268293,64.26829268,0.495,15.76829268,20.25609756,0.778,10.3902439,29.87804878,40.26829268,22.29268293,7.62195122,3.658536585,13.45121951,19.58536585,27.5,0.243,0.23,0.543,0.506,12.7,24.8,0.189,0.523,13.5,73.8,0.205
1,36.5,82.47560976,0.443,4.036585366,12.01219512,0.336,32.46341463,70.46341463,0.461,20.18292683,26.32926829,0.767,13.20731707,29.1097561,42.31707317,21.87804878,9.085365854,6.341463415,15.58536585,22,25.6,0.319,0.146,0.517,0.467,14.2,30.5,0.245,0.481,15.6,69.3,0.221
0,33.02439024,76.24390244,0.433,5.719512195,17.24390244,0.332,27.30487805,59,0.463,18.31707317,24.14634146,0.759,10.35365854,31.2804878,41.63414634,19.26829268,7.170731707,3.902439024,14.54878049,22.7195122,28.8,0.317,0.226,0.519,0.471,14.3,25.5,0.24,0.472,13.1,74.6,0.247
0,35.19512195,81.06097561,0.434,6.207317073,18.15853659,0.342,28.98780488,62.90243902,0.461,18.85365854,25.30487805,0.745,10.43902439,29.86585366,40.30487805,20.97560976,6.634146341,4.158536585,14.2195122,20.09756098,26.6,0.312,0.224,0.518,0.472,13.4,24.2,0.233,0.524,12.7,73.3,0.211
1,37.35365854,80.84146341,0.462,5.097560976,14.98780488,0.34,32.25609756,65.85365854,0.49,21.68292683,26.95121951,0.805,11.70731707,31.79268293,43.5,19.98780488,7.975609756,5.865853659,14.96341463,21.25609756,23.2,0.333,0.185,0.547,0.494,13.9,28.6,0.268,0.483,14,73.6,0.229
0,34.85365854,78.70731707,0.443,5.743902439,15.64634146,0.367,29.1097561,63.06097561,0.462,20.36585366,26.56097561,0.767,11.19512195,29.15853659,40.35365854,19.87804878,7.182926829,4.658536585,16.46341463,24.03658537,23.5,0.337,0.199,0.53,0.479,15.4,27,0.259,0.502,14.5,73.8,0.28
1,37.08536585,80.97560976,0.458,8.719512195,24.57317073,0.355,28.36585366,56.40243902,0.503,19.31707317,27.91463415,0.692,11.48780488,33.31707317,44.80487805,22.17073171,7.024390244,5.231707317,15.02439024,17.8902439,30.7,0.345,0.303,0.548,0.512,13.9,27,0.239,0.496,11.9,74.3,0.163
0,34.31707317,79.80487805,0.43,5.890243902,17.24390244,0.342,28.42682927,62.56097561,0.454,17.35365854,22.93902439,0.757,10.51219512,30.24390244,40.75609756,18.84146341,7.524390244,4.865853659,13.45121951,20.51219512,26.7,0.287,0.216,0.511,0.467,13,24.7,0.217,0.481,14.7,74.8,0.236
1,38.09756098,81.43902439,0.468,6.634146341,18.5,0.359,31.46341463,62.93902439,0.5,23.62195122,30.58536585,0.772,10.84146341,30.54878049,41.3902439,20.96341463,8.329268293,5.085365854,13.85365854,22.48780488,27.7,0.376,0.227,0.561,0.509,12.7,26.1,0.29,0.495,13.8,72.4,0.251
1,37.84146341,81.26829268,0.466,7.414634146,21.02439024,0.353,30.42682927,60.24390244,0.505,20.24390244,27.08536585,0.747,10.80487805,30.42682927,41.23170732,22.56097561,7.317073171,5.134146341,15.52439024,23.03658537,25.3,0.333,0.259,0.554,0.511,14.3,26.1,0.249,0.5,13.5,72.3,0.262
1,38.2804878,82.80487805,0.462,6.06097561,16.84146341,0.36,32.2195122,65.96341463,0.488,15.91463415,21.43902439,0.742,10.51219512,34.15853659,44.67073171,24.01219512,7.329268293,4.609756098,15.03658537,20.81707317,28.6,0.259,0.203,0.534,0.499,14,24.9,0.192,0.481,12.9,77.3,0.21
0,36.51219512,81.15853659,0.45,4.817073171,14.6097561,0.33,31.69512195,66.54878049,0.476,18.2195122,23.75609756,0.767,11.65853659,28.41463415,40.07317073,20.01219512,7.548780488,4.451219512,13.97560976,20.47560976,26.9,0.293,0.18,0.524,0.48,13.2,27.7,0.224,0.533,13.3,71.4,0.227
